Statement,Link,Date,Source,Label,category
"The U.S. spends ""57 cents on the dollar on defense.""",https://www.politifact.com/factchecks/2019/dec/13/ilhan-omar/rep-ilhan-omars-claim-us-spends-57-federal-budget-/,"mber 13, 2019",Ilhan Omar,FALSE,fake
"""Roughly one in four fish eaten in the United States was caught here and sent to Asia for processing before being re-imported for American consumers.""",https://www.politifact.com/factchecks/2019/dec/13/elizabeth-warren/fish-tale-elizabeth-warren-goes-overboard-claim-re/,"mber 13, 2019",Elizabeth Warren,barely-true,fake
"""Ukraine blatantly interfered in our election.""",https://www.politifact.com/factchecks/2019/dec/12/ted-cruz/checking-ted-cruz-whether-ukraine-blatantly-interf/,"mber 12, 2019",Ted Cruz,FALSE,fake
"Says that in South Bend, Ind., the ""black poverty fell by more than half on my watch.""",https://www.politifact.com/factchecks/2019/dec/12/pete-buttigieg/fact-checking-pete-buttigieg-south-bends-black-pov/,"mber 12, 2019",Pete Buttigieg,barely-true,fake
"Says Adam Schiff’s family Christmas card has a photo of the whistleblower, who is dating Schiff’s daughter.",https://www.politifact.com/factchecks/2019/dec/12/viral-image/no-isnt-whistleblower-posing-adam-schiffs-family/,"mber 12, 2019",Viral image,pants-fire,fake
"Says North Carolina's average teacher salary was at the national average ""back when I was in public school.""",https://www.politifact.com/factchecks/2019/dec/11/jeff-jackson/democrat-wrong-about-history-ncs-teacher-pay/,"mber 11, 2019",Jeff Jackson,FALSE,fake
"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa.",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/viral-meme-makes-new-constitutional-amendment/,"mber 11, 2019",Facebook posts,pants-fire,fake
"Says Nancy Pelosi was ""asked to leave a children’s benefit after drunken outburst.""",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/no-nancy-pelosi-didnt-get-drunk-childrens-benefit-/,"mber 11, 2019",Facebook posts,pants-fire,fake
"Says a photo shows an old Christmas tradition of women apologizing ""to their husbands for all the mistakes they made during the year and beg for forgiveness.""",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/no-evidence-old-christmas-tradition-had-women-begg/,"mber 11, 2019",Facebook posts,FALSE,fake
"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",https://www.politifact.com/factchecks/2019/dec/11/william-barr/barr-disputes-inspector-generals-report/,"mber 11, 2019",William Barr,barely-true,fake
"Says President Donald Trump is ""waging a trade war against WI farmers -- forcing > 1600 dairy farms to close.""",https://www.politifact.com/factchecks/2019/dec/11/mark-pocan/are-president-trumps-trade-wars-blame-all-wisconsi/,"mber 11, 2019",Mark Pocan,barely-true,fake
Says Will Smith and his son Jaden Smith died in a car crash.,https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/celebrity-death-hoax-about-will-smith-and-his-son-/,"mber 10, 2019",Facebook posts,pants-fire,fake
"Says Joe Biden ""blackmailed Ukraine with a billion in tax dollars to drop an investigation into his son and Democrats want to impeach President Trump for simply asking if it was true?""",https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/social-posts-falsely-connect-trumps-impeachment-bi/,"mber 10, 2019",Facebook posts,FALSE,fake
"""We provided terrorists in Iraq more rights and due process in the Central Criminal Court of Iraq"" than House Democratic leadership has afforded President Donald Trump in the impeachment inquiry.",https://www.politifact.com/factchecks/2019/dec/10/greg-steube/gop-congressman-says-terrorists-iraq-had-more-due-/,"mber 10, 2019",Greg Steube,FALSE,fake
Says a photo shows Adam Schiff and Jeffrey Epstein.,https://www.politifact.com/factchecks/2019/dec/10/viral-image/image-adam-schiff-and-jeffrey-epstein-doctored/,"mber 10, 2019",Viral image,pants-fire,fake
Says the NAACP endorsed Donald Trump in the 2020 election.,https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/no-naacp-isnt-backing-donald-trump-2020/,"mber 10, 2019",Facebook posts,pants-fire,fake
"""Ilhan Omar just hosted a flag burning party.""",https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/no-ilhan-omar-didnt-host-flag-burning-party/,"mber 10, 2019",Facebook posts,pants-fire,fake
"Says Adam Schiff is ""under investigation for Ukrainian Burisma oil connections.""",https://www.politifact.com/factchecks/2019/dec/09/one-america-news/pants-fire-claim-adam-schiff-under-investigation-b/,"ember 9, 2019",One America News,pants-fire,fake
"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",https://www.politifact.com/factchecks/2019/dec/09/viral-image/old-hoax-about-clinton-foundation-resurfaces-faceb/,"ember 9, 2019",Viral image,FALSE,fake
Says former Democratic Sen. Harry Reid has an outlaw horse thief ancestor and Reid’s office offered a spin-job biography about the man.,https://www.politifact.com/factchecks/2019/dec/09/facebook-posts/no-harry-reid-doesnt-have-horse-thief-ancestor-nam/,"ember 9, 2019",Facebook posts,pants-fire,fake
"Says Elizabeth Warren tweeted, ""Looks like I’m the last woman of color left in this race.""",https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-elizabeth-warren-didnt-say-shes-last-woman-colo/,"ember 9, 2019",Viral image,pants-fire,fake
"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""",https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-donald-trump-didnt-say-danny-devito-supports-ba/,"ember 9, 2019",Viral image,FALSE,fake
"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down.",https://www.politifact.com/factchecks/2019/dec/06/viral-image/no-facebook-did-not-take-down-close-photo-melania-/,"ember 6, 2019",Viral image,pants-fire,fake
"Says Warren Buffett asked people to forward a chain email about the ""Congressional Reform Act of 2019.""",https://www.politifact.com/factchecks/2019/dec/06/facebook-posts/no-warren-buffett-isnt-asking-you-forward-email-ab/,"ember 6, 2019",Facebook posts,pants-fire,fake
"""In Bakersfield, where there’s a lot of oil drilling going on, there’s more solar jobs now in Bakersfield and around that area than there are oil jobs.""",https://www.politifact.com/factchecks/2019/dec/06/arnold-schwarzenegger/more-jobs-solar-oil-bakersfield-arnold-schwarzeneg/,"ember 6, 2019",Arnold Schwarzenegger,FALSE,fake
"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it.""",https://www.politifact.com/factchecks/2019/dec/06/robin-vos/wisconsin-assembly-speakers-new-take-red-flag-gun-/,"ember 6, 2019",Robin Vos,barely-true,fake
"Says U.S. Rep. Sean Casten has held numerous ""invite-only"" town halls.",https://www.politifact.com/factchecks/2019/dec/05/jeanne-ives/ives-wrongly-calls-castens-public-town-halls-invit/,"ember 5, 2019",Jeanne Ives,pants-fire,fake
"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity.""",https://www.politifact.com/factchecks/2019/dec/05/donald-trump/fact-checking-donald-trump-libel-law-and-prison/,"ember 5, 2019",Donald Trump,FALSE,fake
"Says for every ""share"" that a photograph of a sick boy gets, Facebook will donate one dollar.",https://www.politifact.com/factchecks/2019/dec/05/viral-image/facebook-doesnt-donate-money-based-number-shares-p/,"ember 5, 2019",Viral image,pants-fire,fake
"""Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’""",https://www.politifact.com/factchecks/2019/dec/05/pharmaceutical-research-and-manfacturers-america/pharmas-take-pelosi-drug-pricing-bill-fair-warning/,"ember 5, 2019",Pharmaceutical Research and Manfacturers of America,barely-true,fake
"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",https://www.politifact.com/factchecks/2019/dec/04/john-kennedy2/gop-senator-falsely-says-ukraine-president-helped-/,"ember 4, 2019",John Kennedy,FALSE,fake
"Says people can send Christmas cards to ""a recovering American soldier"" at the Walter Reed Army Medical Center in Washington, D.C.",https://www.politifact.com/factchecks/2019/dec/04/facebook-posts/post-about-sending-cards-recovering-service-member/,"ember 4, 2019",Facebook posts,FALSE,fake
"Says photo shows ""the Golden Gate Bridge opening to the public for the first time back in 1937, and yes, it almost collapsed.""",https://www.politifact.com/factchecks/2019/dec/04/facebook-posts/no-photo-does-not-show-1937-opening-golden-gate-br/,"ember 4, 2019",Facebook posts,FALSE,fake
"When it comes to how many of the 35 different federal welfare benefits each state can offer, ""the average in the country is about 12 to 14. Why are we giving every one?""",https://www.politifact.com/factchecks/2019/dec/03/david-dipietro/dipietros-claim-about-welfare-benefits-lacks-evide/,"ember 3, 2019",David DiPietro,FALSE,fake
Image shows U.S. National Guard Sgt. Leigh Ann Hester.,https://www.politifact.com/factchecks/2019/dec/03/sid-miller/no-not-photo-sgt-leigh-ann-hester/,"ember 3, 2019",Sid Miller,FALSE,fake
"Says a Republican bill he vetoed would have implemented a ""mandate"" to make public the names of all students’ parents or guardians.",https://www.politifact.com/factchecks/2019/dec/03/tony-evers/tony-evers-misstates-schools-bill-he-vetoes-it/,"ember 3, 2019",Tony Evers,FALSE,fake
"""The fact is that right now the vast majority of Democrats do not support Medicare for All.""",https://www.politifact.com/factchecks/2019/nov/26/joe-biden/did-joe-biden-overstate-democratic-voters-oppositi/,"mber 26, 2019",Joe Biden,barely-true,fake
Says a mall Santa beat up a child molester.,https://www.politifact.com/factchecks/2019/nov/26/blog-posting/dont-fall-story-mall-santa-beating-child-molester/,"mber 26, 2019",Bloggers,pants-fire,fake
"Says ABC 7 reported the Santa Clarita high school shooting ""3 weeks in advance.""",https://www.politifact.com/factchecks/2019/nov/26/facebook-posts/no-tv-station-did-not-report-school-shooting-3-wee/,"mber 26, 2019",Facebook posts,pants-fire,fake
Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,https://www.politifact.com/factchecks/2019/nov/25/facebook-posts/trump-obama-story-vacation-scam-was-fabricated-sat/,"mber 25, 2019",Facebook posts,pants-fire,fake
"Says a study projected that a pension buyout program he expanded would save ""billions and billions, potentially $25 billion.""",https://www.politifact.com/factchecks/2019/nov/24/jb-pritzker/evidence-lacking-pritzkers-pension-buyout-claim/,"mber 24, 2019",JB Pritzker,barely-true,fake
"""The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.""",https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-ukraine-didnt-indict-burisma-wednesday/,"mber 22, 2019",Viral image,FALSE,fake
An image shows Rep. Elise Stefanik flipping off the camera at the impeachment proceedings,https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-rep-stefanik-didnt-flip-camera-impeachment-hear/,"mber 22, 2019",Viral image,pants-fire,fake
"Says his campaign hasn’t accepted corporate PAC money and isn’t funded by ""special interests.""",https://www.politifact.com/factchecks/2019/nov/21/cal-cunningham/cunningham-claim-about-corporate-money-misleading/,"mber 21, 2019",Cal Cunningham,barely-true,fake
"Says Maxine Waters, Nancy Pelosi and Bernie Sanders have passed six bills in a combined 67 years.",https://www.politifact.com/factchecks/2019/nov/21/facebook-posts/social-posts-revise-records-sanders-pelosi-and-wat/,"mber 21, 2019",Facebook posts,FALSE,fake
"""Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.""",https://www.politifact.com/factchecks/2019/nov/21/donald-trump/did-trump-open-apple-plant-austin-no/,"mber 21, 2019",Donald Trump,FALSE,fake
"Says Nancy Pelosi said ""Americans are the stupidest people on earth.""",https://www.politifact.com/factchecks/2019/nov/21/blog-posting/fake-pelosi-quote-about-stupid-americans-came-sati/,"mber 21, 2019",Bloggers,pants-fire,fake
"""Today in America — a new study came out — 20 years out, whites who borrowed money, 94% of them have paid off their student loan debt; 5% of African Americans have paid it off.""",https://www.politifact.com/factchecks/2019/nov/21/elizabeth-warren/elizabeth-warren-misstates-findings-racial-dispari/,"mber 21, 2019",Elizabeth Warren,barely-true,fake
"""The president had to confess in writing, in court to illegally diverting charitable contributions that were supposed to go to veterans.""",https://www.politifact.com/factchecks/2019/nov/21/pete-buttigieg/pete-buttigieg-falsely-says-donald-trump-illegally/,"mber 21, 2019",Pete Buttigieg,FALSE,fake
"Says President Donald Trump ""fired Lt. Col. Vindman because he testified agaisnt (sic) him and corroborated the Whistleblowers (sic) testimony.""",https://www.politifact.com/factchecks/2019/nov/21/facebook-posts/trump-did-not-fire-alexander-vindman-national-secu/,"mber 21, 2019",Facebook posts,FALSE,fake
"Says ""President Obama fired every Bush appointed ambassador upon his election.""",https://www.politifact.com/factchecks/2019/nov/21/mark-meadows/no-obama-didnt-fire-all-bushs-politically-appointe/,"mber 21, 2019",Mark Meadows,barely-true,fake
"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators.""",https://www.politifact.com/factchecks/2019/nov/21/viral-image/these-supposed-cnn-chyrons-are-fake-according-netw/,"mber 20, 2019",Viral image,FALSE,fake
"Says Nancy Pelosi said, ""It is dangerous to let the voters decide Trump’s fate.""",https://www.politifact.com/factchecks/2019/nov/21/facebook-posts/no-pelosi-didnt-say-its-dangerous-let-voters-decid/,"mber 20, 2019",Facebook posts,FALSE,fake
"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",https://www.politifact.com/factchecks/2019/nov/21/kamala-harris/kamala-harris-claim-about-typical-dad-paying-more-/,"mber 20, 2019",Kamala Harris,barely-true,fake
"Says Chris Wallace tweeted to Donald Trump, ""You’re a fraud. A charlatan. A thug. A loser. A trust fund baby.""",https://www.politifact.com/factchecks/2019/nov/21/viral-image/no-chris-wallace-didnt-call-donald-trump-bunch-nam/,"mber 20, 2019",Viral image,pants-fire,fake
"Says a photo of a tortured man is U.S. diplomat Chris Stevens, who was killed in the 2012 Benghazi attack.",https://www.politifact.com/factchecks/2019/nov/20/viral-image/no-gruesome-photo-tortured-man-isnt-benghazi-victi/,"mber 20, 2019",Viral image,pants-fire,fake
Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.,https://www.politifact.com/factchecks/2019/nov/20/viral-image/facebook-posts-viral-wolf-pack-image-miscategorize/,"mber 20, 2019",Viral image,FALSE,fake
"""They never thought ... that I was going to release that call and I really had no choice because Adam Schiff made up a call.""",https://www.politifact.com/factchecks/2019/nov/19/donald-trump/donald-trump-schiff-ukraine-timeline-phone-memo/,"mber 19, 2019",Donald Trump,FALSE,fake
"""Nancy Pelosi, Adam Schiff, and the rest of the corrupt Democrats made a promise to their crazy left-wing base that they would impeach me even BEFORE I took office.""",https://www.politifact.com/factchecks/2019/nov/19/donald-trump/no-evidence-trumps-claim-pelosi-schiff-promised-im/,"mber 19, 2019",Donald Trump,FALSE,fake
"The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis.""",https://www.politifact.com/factchecks/2019/nov/19/todd-starnes/no-texas-school-district-did-not-adopt-pornographi/,"mber 19, 2019",Todd Starnes,barely-true,fake
"""There’s actually been more subpoenas issued by the (U.S. House) majority than bills passed.""",https://www.politifact.com/factchecks/2019/nov/19/rob-wittman/rob-wittman-wrongly-says-house-dems-have-issued-mo/,"mber 19, 2019",Rob Wittman,FALSE,fake
Says Steph Curry decided to split with Nike because the company wouldn’t allow him to write Bible scriptures in his shoes.,https://www.politifact.com/factchecks/2019/nov/18/facebook-posts/no-steph-currys-split-nike-had-nothing-do-religion/,"mber 18, 2019",Facebook posts,FALSE,fake
"Columbia, Mo., is ""one of the fastest growing cities in the region, the only city in the state to grow jobs faster than the nation as a whole.""",https://www.politifact.com/factchecks/2019/nov/16/brian-treece/columbias-economy-may-be-booming-it-hasnt-beat-out/,"mber 16, 2019",Brian Treece,barely-true,fake
"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/,"mber 15, 2019",Donald Trump,pants-fire,fake
"Says Marie Yovanovitch was ""dishonest"" when she claimed under oath that she never personally responded to an email from a Democratic staffer. But ""in fact, it turns out that she did respond.""",https://www.politifact.com/factchecks/2019/nov/15/tucker-carlson/fact-checking-tucker-carlsons-false-claim-about-te/,"mber 15, 2019",Tucker Carlson,FALSE,fake
"Says four Republican representatives ""voted to impeach President Donald Trump.""",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-four-republicans-did-not-vote-impeach-president/,"mber 15, 2019",Facebook posts,FALSE,fake
"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-russia-did-not-donate-145-million-clinton-found/,"mber 15, 2019",Facebook posts,FALSE,fake
"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/viral-post-says-democrats-spent-40-million-impeach/,"mber 15, 2019",Facebook posts,FALSE,fake
Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.,https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-sex-traffickers-arent-using-zip-ties-mark-victi/,"mber 15, 2019",Facebook posts,FALSE,fake
"""All signs seem to point to Hillary (Clinton) laying the groundwork to run for president again.""",https://www.politifact.com/factchecks/2019/nov/15/kay-hoflander/no-hillary-clinton-not-currently-laying-groundwork/,"mber 15, 2019",Kay Hoflander,FALSE,fake
"""Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals.""",https://www.politifact.com/factchecks/2019/nov/14/donald-trump/donald-trumps-label-some-daca-recipients-very-toug/,"mber 14, 2019",Donald Trump,FALSE,fake
"Says photos show the Trump-Ukraine whistleblower with Chuck Schumer, Elizabeth Warren, Nancy Pelosi and Hillary Clinton.",https://www.politifact.com/factchecks/2019/nov/14/viral-image/s-not-whistleblower-posing-democratic-politicians-/,"mber 14, 2019",Viral image,pants-fire,fake
"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/trump-didnt-donate-salary-rebuild-military-cemeter/,"mber 14, 2019",Facebook posts,FALSE,fake
Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/no-steve-harvey-didnt-write-viral-pro-trump-raccoo/,"mber 14, 2019",Facebook posts,FALSE,fake
"Says William Taylor and George Kent, the public witnesses in the House impeachment inquiry, are ""Never Trumpers.""",https://www.politifact.com/factchecks/2019/nov/13/donald-trump/donald-trump-says-william-taylor-and-george-kent-a/,"mber 13, 2019",Donald Trump,FALSE,fake
"""Did you know? Dentists are the only physicians that believe you can get away with leaving dead tissue in the body. One root canal tooth can shut down 63% of your immune system.""",https://www.politifact.com/factchecks/2019/nov/13/facebook-posts/claim-about-root-canals-causing-serious-illness-no/,"mber 13, 2019",Facebook posts,FALSE,fake
"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.""",https://www.politifact.com/factchecks/2019/nov/12/committee-defend-president/pro-trump-facebook-ad-distorts-obamas-words-about-/,"mber 12, 2019",Committee to Defend the President,pants-fire,fake
Photos show the whistleblower with Nancy Pelosi and Hillary Clinton.,https://www.politifact.com/factchecks/2019/nov/12/facebook-posts/no-these-photos-dont-show-alleged-whistleblower-po/,"mber 12, 2019",Facebook posts,FALSE,fake
"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower.",https://www.politifact.com/factchecks/2019/nov/12/viral-image/no-isnt-photo-ukraine-whistleblower/,"mber 12, 2019",Viral image,FALSE,fake
Says a Craigslist ad offered to pay actors to be Trump supporters for a rally.,https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/no-craigslist-ad-offering-pay-trump-support-phony/,"mber 11, 2019",Facebook posts,FALSE,fake
"Says House Democrats passed impeachment rules that ""do not allow any witness to be called unless the witness is approved by Adam Schiff,"" ""do not allow involvement of the President’s legal counsel"" and ""do not allow any witness to be questioned unless the question is approved by Adam Schiff.""",https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/social-media-posts-misrepresent-house-democrats-ru/,"mber 11, 2019",Facebook posts,barely-true,fake
"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",https://www.politifact.com/factchecks/2019/nov/11/rand-paul/rand-paul-said-trumps-actions-related-ukraine-were/,"mber 11, 2019",Rand Paul,FALSE,fake
"""449,000 Californians turned down jury duty because they were not citizens… but they were registered voters.""",https://www.politifact.com/factchecks/2019/nov/11/viral-image/no-evidence-449000-noncitizens-were-registered-vot/,"mber 11, 2019",Viral image,FALSE,fake
"Says people shouldn’t make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/post-facebook-spreads-myths-about-platforms-birthd/,"mber 11, 2019",Facebook posts,FALSE,fake
"Texas lawmakers ""left children able to be sterilized and mutilated at any point in their life"" by failing to adopt a law prohibiting minors from undergoing medical or surgical gender transitions.",https://www.politifact.com/factchecks/2019/nov/11/cindi-castilla/what-does-law-say-about-children-and-sex-reassignm/,"mber 11, 2019",Cindi Castilla,barely-true,fake
"""Tens of thousands"" of people leave New York every week.",https://www.politifact.com/factchecks/2019/nov/08/donald-trump-jr/donald-trump-jr-overstates-migration-out-new-york/,"ember 8, 2019",Donald Trump Jr.,FALSE,fake
"""JFK Jr was declared the frontrunner for the NY Senate seat in 1999. Days later his plane crashed, making Hillary Clinton the newly elected senator.""",https://www.politifact.com/factchecks/2019/nov/08/viral-image/another-clinton-body-count-hoax-one-starring-jfk-j/,"ember 8, 2019",Viral image,FALSE,fake
"Photos from Sept. 11, 2001, show that ""Donald Trump joined America’s heroes and carried victims over his shoulders down the steps of the burning World Trade Center. Obama spent the whole day sitting in the Oval Office with his feet on the desk watching basketball.""",https://www.politifact.com/factchecks/2019/nov/08/viral-image/no-these-photos-dont-show-donald-trump-and-barack-/,"ember 8, 2019",Viral image,pants-fire,fake
"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump.",https://www.politifact.com/factchecks/2019/nov/08/viral-image/no-jeb-bush-didnt-say-ok-boomer-donald-trump/,"ember 8, 2019",Viral image,FALSE,fake
"Says Thomas Jefferson said ""the government will one day be corrupt and filled with liars and the people will flock to the one who tells the truth.""",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/no-evidence-jefferson-said-government-will-one-day/,"ember 8, 2019",Facebook posts,FALSE,fake
"""All the Democrats on the entire stage — every Democratic candidate said they want to give free health care to illegals.""",https://www.politifact.com/factchecks/2019/nov/08/joe-gruters/florida-gop-chair-wrongly-says-every-democrat-deba/,"ember 8, 2019",Joe Gruters,barely-true,fake
"On Sept. 5, 1993, ""Vince Foster went to Fort Marcy Park and shot himself 3 times in the back of the head to avoid testifying against Hillary Clinton.""",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/decades-old-conspiracy-theories-about-vince-foster/,"ember 8, 2019",Facebook posts,FALSE,fake
"Says President Barack Obama was ""furious"" that he was caught on camera holding a pro-Muslim book.",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/post-obama-being-furious-about-photo-him-holding-p/,"ember 8, 2019",Facebook posts,FALSE,fake
"Murray Energy is ""the largest coal company in the United States.""",https://www.politifact.com/factchecks/2019/nov/08/joe-manchin/murray-energy-nations-largest-coal-company/,"ember 8, 2019",Joe Manchin,barely-true,fake
"Says ""Stacey Abrams wants to give illegal aliens the right to vote.""",https://www.politifact.com/factchecks/2019/nov/06/donald-trump/donald-trump-distorts-stacey-abrams-comments-ab/,"ember 6, 2019",Donald Trump,barely-true,fake
"""These are real ads running in New York City calling for the removal of ‘trash’ which includes white people, Trump supporters, and Christians.""",https://www.politifact.com/factchecks/2019/nov/06/viral-image/no-these-arent-real-nyc-sanitation-ads/,"ember 6, 2019",Viral image,FALSE,fake
"The House impeachment rules resolution ""does not provide the president with due process protections that were afforded to both President Clinton and President Nixon.""",https://www.politifact.com/factchecks/2019/nov/05/bryan-steil/steil-errs-comparing-trump-clinton-nixon-impeachme/,"ember 5, 2019",Bryan Steil,barely-true,fake
"Says Clint Eastwood called Barack Obama an ""incompetent, lying, insincere, narcissistic, double-talking, socialist hypocrite, and fiscally irresponsible moron who spent eight years in the White House trying to … turn our wonderful country into a Muslim loving, socialist sh--hole like the one he came from, and I don’t mean Hawaii!""",https://www.politifact.com/factchecks/2019/nov/05/facebook-posts/no-evidence-clint-eastwood-said-barack-obama-was-t/,"ember 5, 2019",Facebook posts,pants-fire,fake
"Says if an unmarked car tries to pull you over, you should dial 112 to confirm it’s actually a police officer because the number provides ""a direct link to state trooper info,"" and that ""this applies in all 50 states.""",https://www.politifact.com/factchecks/2019/nov/05/viral-image/dial-911-if-theres-emergency-not-112/,"ember 5, 2019",Viral image,FALSE,fake
Says a photo shows Hillary Clinton shaking hands with Osama bin Laden.,https://www.politifact.com/factchecks/2019/nov/05/viral-image/image-hillary-clinton-and-osama-bin-laden-doctored/,"ember 5, 2019",Viral image,pants-fire,fake
Says Taco Bell is selling menudo for the month of November.,https://www.politifact.com/factchecks/2019/nov/05/viral-image/no-taco-bell-isnt-selling-traditional-beef-tripe-s/,"ember 5, 2019",Viral image,FALSE,fake
Says Bill Cosby was framed for sexual assault by the Illuminati to stop him from buying NBC.,https://www.politifact.com/factchecks/2019/nov/04/facebook-posts/no-bill-cosby-wasnt-framed-sexual-assault-stop-him/,"ember 4, 2019",Facebook posts,pants-fire,fake
"Says Democrats ""have issued more subpoenas than they’ve passed bills.""",https://www.politifact.com/factchecks/2019/nov/04/mike-shields/subpoenas-vs-bills-what-cnn-pundit-got-wrong/,"ember 4, 2019",Mike Shields,FALSE,fake
"Says Sen. Kamala Harris said Democrats are ""coming for"" Trump supporters if they win the White House in 2020.",https://www.politifact.com/factchecks/2019/nov/04/facebook-posts/kamala-harris-didnt-say-democrats-are-coming-trump/,"ember 4, 2019",Facebook posts,pants-fire,fake
"Says under the Democratic impeachment inquiry, Republicans get ""more rights than we ever received in any of the other impeachment proceedings.""",https://www.politifact.com/factchecks/2019/nov/04/nancy-pelosi/nancy-pelosi-overstates-republican-gains-impeachme/,"ember 4, 2019",Nancy Pelosi,barely-true,fake
"The impeachment process against Donald Trump ""provides fewer due process protections and fewer protections for minority rights than what we have seen in previous impeachment efforts.""",https://www.politifact.com/factchecks/2019/nov/04/tom-cole/rep-tom-cole-exaggerate-limits-republicans-impeach/,"ember 4, 2019",Tom Cole,barely-true,fake
"""If folks are vaping a legal medical cannabis product that comes from any of the New York state operators, they will not have to worry about the negative impacts on their lungs.""",https://www.politifact.com/factchecks/2019/nov/02/crystal-peoples-stokes/peoples-stokes-assurances-medical-marijuana-vaping/,"ember 2, 2019",Crystal Peoples-Stokes,barely-true,fake
"""Matt Gaetz has had numerous DUIs and his dad got him off each time. He was part of a company that had to pay 75 million in hospice fraud. They stole from dying people.""",https://www.politifact.com/factchecks/2019/nov/01/facebook-posts/post-says-rep-matt-gaetz-has-numerous-duis-wrong/,"ember 1, 2019",Facebook posts,FALSE,fake
"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",https://www.politifact.com/factchecks/2019/nov/01/facebook-posts/some-truth-claim-facebook-us-paid-jordan-syria-wal/,"ember 1, 2019",Facebook posts,barely-true,fake
"Candidates who are supporting the Green New Deal are ""promoting abortion in third world countries to control the population!""",https://www.politifact.com/factchecks/2019/nov/01/nikki-haley/nikki-haleys-claim-linking-green-new-deal-abortion/,"ember 1, 2019",Nikki Haley,barely-true,fake
